Timestamp; Position; ID
7.56;(-0.00902709, 1.46000500, 0.06654862);378
7.58;(-0.00900166, 1.44517100, 0.06821978);379
7.6;(-0.00917499, 1.41549900, 0.07142373);380
7.62;(-0.00933858, 1.38608900, 0.07470080);381
7.64;(-0.00988804, 1.35667200, 0.07826041);382
7.66;(-0.01073691, 1.32708100, 0.08241811);383
7.68;(-0.01119430, 1.31272100, 0.08451561);384
7.7;(-0.01195467, 1.28494400, 0.08859864);385
7.72;(-0.01290978, 1.25836600, 0.09275871);386
7.74;(-0.01445909, 1.23172400, 0.09667312);387
7.76;(-0.01594324, 1.20525900, 0.10037980);388
7.78;(-0.01640109, 1.19217500, 0.10212550);389
7.8;(-0.01705256, 1.16651700, 0.10571960);390
7.82;(-0.01760918, 1.14179000, 0.10921610);391
7.84;(-0.01833127, 1.11774700, 0.11187030);392
7.86;(-0.01909610, 1.09443900, 0.11361190);393
7.88;(-0.01945415, 1.08325400, 0.11406710);394
7.9;(-0.02018694, 1.06127400, 0.11480970);395
7.92;(-0.02105253, 1.03997900, 0.11495170);396
7.94;(-0.02223236, 1.01956600, 0.11445530);397
7.96;(-0.02342265, 0.99955300, 0.11358880);398
7.98;(-0.02397280, 0.98973760, 0.11297270);399
8;(-0.02565684, 0.96977890, 0.11160900);400
8.02;(-0.02755697, 0.94919160, 0.11009570);401
8.04;(-0.02853931, 0.93061240, 0.10780290);402
8.059999;(-0.02952379, 0.91556480, 0.10588800);403
8.08;(-0.02987680, 0.90855760, 0.10483060);404
8.099999;(-0.03050738, 0.89570370, 0.10288050);405
8.12;(-0.03064885, 0.88770070, 0.10072310);406
8.139999;(-0.03082660, 0.88352540, 0.09899510);407
8.16;(-0.03115065, 0.88375630, 0.09788849);408
8.179999;(-0.03109293, 0.88681800, 0.09760123);409
8.2;(-0.03099479, 0.89410540, 0.09718694);410
8.22;(-0.03111568, 0.90664600, 0.09721272);411
8.24;(-0.03154148, 0.92246550, 0.09720927);412
8.26;(-0.03181288, 0.93966030, 0.09762286);413
8.28;(-0.03175148, 0.94900510, 0.09779660);414
8.3;(-0.03139926, 0.96843280, 0.09783499);415
8.32;(-0.03108025, 0.98931750, 0.09740197);416
8.34;(-0.03064692, 1.01143700, 0.09666713);417
8.36;(-0.03037179, 1.02282500, 0.09618372);418
8.38;(-0.02935101, 1.04635500, 0.09483205);419
8.4;(-0.02760799, 1.07027400, 0.09306911);420
8.42;(-0.02557528, 1.09487600, 0.09126678);421
8.44;(-0.02308260, 1.12078400, 0.08905459);422
8.46;(-0.02173959, 1.13410200, 0.08780606);423
8.48;(-0.01881278, 1.16061800, 0.08509783);424
8.5;(-0.01575381, 1.18784200, 0.08211672);425
8.52;(-0.01230127, 1.21568200, 0.07895929);426
8.54;(-0.00912411, 1.24377800, 0.07590575);427
8.559999;(-0.00761731, 1.25779400, 0.07429368);428
8.58;(-0.00473875, 1.28595400, 0.07121794);429
8.599999;(-0.00178167, 1.31413300, 0.06830638);430
8.62;(0.00106879, 1.34280800, 0.06556799);431
8.639999;(0.00361071, 1.37120700, 0.06323416);432
8.66;(0.00486339, 1.38519600, 0.06209839);433
8.679999;(0.00713685, 1.41263300, 0.06000502);434
8.7;(0.00918421, 1.43951700, 0.05814077);435
8.72;(0.01084492, 1.46554900, 0.05650628);436
8.74;(0.01153394, 1.47821300, 0.05574319);437
8.76;(0.01267421, 1.50284100, 0.05430504);438
8.78;(0.01352295, 1.52542600, 0.05291102);439
8.8;(0.01408694, 1.54581300, 0.05179549);440
8.82;(0.01418655, 1.56364900, 0.05076941);441
8.84;(0.01430132, 1.57162200, 0.05029007);442
8.86;(0.01441275, 1.58618500, 0.04919915);443
8.88;(0.01448104, 1.59783800, 0.04827989);444
